word,type
stamină,substantiv
staminal,adjectiv
staminodiu,substantiv
stampă,substantiv
stampa,verb
stâmpăr,substantiv
stâmpăra,verb
stâmpărare,substantiv
stâmpărat,adjectiv
stampare,substantiv
stampat,adjectiv
stâmpi,verb
stampilă,substantiv
ștampilă,substantiv
stampila,verb
ștampila,verb
stampilare,substantiv
ștampilare,substantiv
stampilat,adjectiv
ștampilat,adjectiv
ștampilograf,substantiv
ștampilografie,substantiv
stan,subtiv
stană,substantiv
stână,substantiv
stanat,substantiv
stancă,substantiv
stâncă,substantiv
stâncăraie,substantiv
stâncărie,substantiv
stâncos,adjectiv
stăncuță,substantiv
stand,substantiv
ștand,substantiv
standard,substantiv
standardiza,verb
standardizare,substantiv
standardizat,adjectiv
standing,substantiv
standoală,substantiv
stâneică,substantiv
stâng,adjectiv
stângă,substantiv
ștangă,substantiv
stângaci,adjectiv
stângăcie,substantiv
stângen,substantiv
stângism,substantiv
stângist,adjectiv
stângist,substantiv
stângistă,substantiv
stanic,adjectiv
stanină,substantiv
staniol,substantiv
stânișoară,substantiv
staniște,substantiv
staniță,substantiv
staniu,substantiv
stânjen,substantiv
stânjeneală,substantiv
stânjenească,adjectiv
stânjenel,substantiv
stânjeni,verb
stânjenire,substantiv
stânjenit,adjectiv
stânjenitor,adjectiv
stânjeniu,adjectiv
stânjinel,substantiv
stânjini,verb
stânjiniu,adjectiv
stănoagă,substantiv
stănog,substantiv
stanos,adjectiv
stanță,substantiv
ștanță,substantiv
stanța,verb
ștanța,verb
stanțare,substantiv
ștanțare,substantiv
stanțat,adjectiv
ștanțat,adjectiv
ștanțator,substantiv
stăpân,substantiv
stăpână,substantiv
stăpânesc,adjectiv
stăpâni,verb
stăpânire,substantiv
stăpânit,adjectiv
stăpânitoare,substantiv
stăpânitor,adjectiv
stăpânitor,substantiv
star,substantiv
stârc,substantiv
stârci,verb
stârcit,adjectiv
stare,substantiv
stareț,substantiv
stareță,substantiv
stăreți,verb
stăreție,substantiv
stărețire,substantiv
stariț,adjectiv
starletă,substantiv
stârmină,substantiv
stârminos,adjectiv
stârni,verb
stârnire,substantiv
stârnit,adjectiv
stârnitor,adjectiv
staroste,substantiv
starostesc,adjectiv
stărosti,verb
stărostie,substantiv
starostină,substantiv
stârpi,verb
stârpiciune,substantiv
stârpire,substantiv
stârpit,adjectiv
stârpitor,adjectiv
stârpitură,substantiv
start,substantiv
startbloc,substantiv
starter,substantiv
stărui,verb
stăruială,substantiv
stăruință,substantiv
stăruire,substantiv
stăruit,adjectiv
stăruitor,adjectiv
stârv,substantiv
stas,substantiv
stasiologie,substantiv
stat-major,substantiv
stat,adjectiv
stat,substantiv
ștat,substantiv
statal,adjectiv
statalitate,substantiv
statariu,adjectiv
stătător,adjectiv
stater,substantiv
stathuder,substantiv
static,adjectiv
staticitate,substantiv
statie,substantiv
stație,substantiv
staționa,verb
stațional,adjectiv
staționar,adjectiv
staționare,substantiv
staționat,adjectiv
statism,substantiv
statist,adjectiv
statist,substantiv
statistic,adjectiv
statistică,substantiv
statistician,substantiv
statisticiană,substantiv
statisticism,substantiv
stațiune,substantiv
stativ,substantiv
stativă,substantiv
statiza,verb
statmajorist,substantiv
statoblast,substantiv
statocist,substantiv
stator,substantiv
statoreactor,substantiv
statornic,adjectiv
statornici,verb
statornicie,substantiv
statornicire,substantiv
statornicit,adjectiv
statuă,substantiv
statua,verb
statuar,adjectiv
statuare,substantiv
statuarie,substantiv
statuat,adjectiv
statuetă,substantiv
statuie,substantiv
stătuleț,substantiv
statură,substantiv
statural,adjectiv
status,substantiv
stătut,adjectiv
statut,substantiv
statuta,verb
statutar,adjectiv
statutat,adjectiv
ștaufer,substantiv
staul,substantiv
stavă,substantiv
stăvar,substantiv
stăvărească,substantiv
stăvi,verb
stavilă,substantiv
stăvilar,substantiv
stăvili,verb
stăvilire,substantiv
stăvilit,adjectiv
stăvilitor,adjectiv
staviță,substantiv
stavrid,substantiv
stavrofor,substantiv
stază,substantiv
stea,substantiv
steag,substantiv
steajăr,substantiv
steajer,substantiv
șteală,substantiv
șteamp,substantiv
stean,substantiv
șteand,substantiv
șteap,substantiv
stearat,substantiv
stearic,adjectiv
stearic,substantiv
stearină,substantiv
steatit,substantiv
steatolitic,adjectiv
steatonecroză,substantiv
steatopigie,substantiv
steatoree,substantiv
steatoză,substantiv
steavă,substantiv
ștează,substantiv
steblă,substantiv
ștecăr,substantiv
ștecher,substantiv
steclă,substantiv
stecli,verb
stecluță,substantiv
stefanian,adjectiv
stefanit,substantiv
stegar,substantiv
stegocefal,substantiv
stegozaur,substantiv
steguleț,substantiv
stei,substantiv
stejar,substantiv
stejărel,substantiv
stejărie,substantiv
stejăriș,substantiv
stejăriște,substantiv
stejerel,substantiv
stejeriș,substantiv
stel,substantiv
stelă,substantiv
stelaj,substantiv
stelar,adjectiv
stelarator,substantiv
stelat,adjectiv
stelectomie,substantiv
stelit,substantiv
steliță,substantiv
stelnic,adjectiv
steluță,substantiv
stemă,substantiv
ștempar,substantiv
ștempel,substantiv
ștemui,verb
ștemuire,substantiv
ștemuit,adjectiv
sten,substantiv
stenahorie,substantiv
stenahorisi,verb
stenahorisit,adjectiv
stenic,adjectiv
stenie,substantiv
stenocardie,substantiv
stenodactilograf,substantiv
stenodactilografă,substantiv
stenodactilografia,verb
stenodactilografie,substantiv
stenograf,substantiv
stenografă,substantiv
stenografia,verb
stenografiat,adjectiv
stenografic,adjectiv
stenografie,substantiv
stenografiere,substantiv
stenogramă,substantiv
stenopă,substantiv
stenotermă,substantiv
stenotip,substantiv
stenoză,substantiv
stenoza,verb
stenozare,substantiv
stenozat,adjectiv
stentor,substantiv
step,substantiv
stepă,substantiv
stepa,verb
stepaj,substantiv
stepat,adjectiv
stepenă,substantiv
stepic,adjectiv
stepizare,substantiv
ster,substantiv
steradian,substantiv
stercobilină,substantiv
stercoral,adjectiv
stereobat,substantiv
stereochimic,adjectiv
stereochimie,substantiv
stereocinematografie,substantiv
stereocomparator,substantiv
stereofonic,adjectiv
stereofonie,substantiv
stereofonizare,substantiv
stereofotografie,substantiv
stereofotogrammetrie,substantiv
stereognozie,substantiv
stereograf,substantiv
stereografic,adjectiv
stereogramă,substantiv
stereoizomer,substantiv
stereoizomerie,substantiv
stereometric,adjectiv
stereometrie,substantiv
stereometru,substantiv
stereomicroscop,substantiv
stereomicroscopie,substantiv
stereoplanigraf,substantiv
stereorestituție,substantiv
stereoscop,substantiv
stereoscopic,adjectiv
stereoscopie,substantiv
stereospecific,adjectiv
stereotaxie,substantiv
stereotip,adjectiv
stereotip,substantiv
stereotipa,verb
stereotipar,adjectiv
stereotipar,substantiv
stereotipare,substantiv
stereotipat,adjectiv
stereotipic,adjectiv
stereotipie,substantiv
stereotipism,substantiv
stereotipiza,verb
stereotipizare,substantiv
stereotipizat,adjectiv
stereotomie,substantiv
ștergar,substantiv
ștergărel,substantiv
ștergătoare,substantiv
ștergător,substantiv
șterge,verb
ștergere,substantiv
ștergură,substantiv
steril,adjectiv
sterilet,substantiv
sterilitate,substantiv
steriliza,verb
sterilizant,adjectiv
sterilizare,substantiv
sterilizat,adjectiv
sterilizator,substantiv
sterină,substantiv
sterlină,adjectiv
sterlină,substantiv
stern,substantiv
sternal,adjectiv
sterniță,substantiv
sternoclavicular,adjectiv
sternocleidomastoidian,adjectiv
sternocleidomastoidian,substantiv
sternotiroidian,adjectiv
sternotomie,substantiv
steroid,adjectiv
sterol,substantiv
sterolic,adjectiv
sterp,adjectiv
sterpăciune,substantiv
sterpătură,substantiv
șterpeli,verb
șterpelire,substantiv
șterpelit,adjectiv
sterpezi,verb
sterpezire,substantiv
sterpezit,adjectiv
șters,adjectiv
șters,substantiv
ștersătură,substantiv
ștersură,substantiv
stetoscop,substantiv
stetoscopic,adjectiv
ștevie,substantiv
steward,substantiv
stewardesă,substantiv
șteza,verb
ști,verb
stibină,substantiv
stibiu,substantiv
sticks,substantiv
sticlă,substantiv
sticlar,substantiv
sticlăraie,substantiv
sticlărie,substantiv
sticlărit,substantiv
sticlete,substantiv
sticli,verb
sticlire,substantiv
sticlișoară,substantiv
sticlit,adjectiv
sticlitor,adjectiv
sticloanță,substantiv
sticlos,adjectiv
sticlozitate,substantiv
sticlușoară,substantiv
sticluță,substantiv
știft,substantiv
stigleț,substantiv
stiglete,substantiv
stigmă,substantiv
stigmat,substantiv
stigmatic,adjectiv
stigmatiform,adjectiv
stigmatiza,verb
stigmatizant,adjectiv
stigmatizare,substantiv
stigmatizat,adjectiv
stih,substantiv
stihar,substantiv
stihie,substantiv
stihinic,adjectiv
stihiră,substantiv
stihoavnă,substantiv
stihometrie,substantiv
stihui,verb
stihuire,substantiv
stihuit,adjectiv
stihuitor,substantiv
stihurghie,substantiv
știință,substantiv
științelnic,adjectiv
științific,adjectiv
științificitate,substantiv
științifico-fantastic,adjectiv
științifiza,verb
științifizare,substantiv
științifizat,adjectiv
stil,substantiv
stila,verb
stilare,substantiv
stilat,adjectiv
stilație,substantiv
stilem,substantiv
stilet,substantiv
stilism,substantiv
stilist,substantiv
stilistă,substantiv
stilistic,adjectiv
stilistică,substantiv
stilistician,adjectiv
stilistician,substantiv
stiliza,verb
stilizare,substantiv
stilizat,adjectiv
stilizatoare,substantiv
stilizator,substantiv
stilobat,substantiv
stilodozimetru,substantiv
stilograf,substantiv
stilohioidian,adjectiv
stiloid,adjectiv
stiloidă,substantiv
stilomastoidian,adjectiv
stilometrie,substantiv
stilou,substantiv
știm,substantiv
stimă,substantiv
știmă,substantiv
stima,verb
stimabil,substantiv
stimabilă,substantiv
stimare,substantiv
stimat,adjectiv
stimător,adjectiv
stimul,substantiv
stimula,verb
stimulant,adjectiv
stimulare,substantiv
stimulat,adjectiv
stimulație,substantiv
stimulativ,adjectiv
stimulator,adjectiv
stimulatoriu,adjectiv
stimulent,adjectiv
stimulent,substantiv
stimulină,substantiv
stindard,substantiv
stingătoare,substantiv
stingător,substantiv
stinge,verb
stingere,substantiv
stingher,adjectiv
stinghereală,substantiv
stingheri,verb
stingherire,substantiv
stingherit,adjectiv
stingheritor,adjectiv
stinghie,substantiv
stinghioară,substantiv
stinghiuță,substantiv
stins,adjectiv
știoalfă,substantiv
știoalnă,substantiv
știob,substantiv
știobâlcăi,verb
stipelă,substantiv
stipendia,verb
stipendiat,adjectiv
stipendiere,substantiv
stipendist,adjectiv
stipendist,substantiv
stipendiu,substantiv
stiplex,substantiv
stipul,substantiv
stipula,verb
stipulant,adjectiv
stipulant,substantiv
stipular,adjectiv
stipulare,substantiv
stipulat,adjectiv
stipulație,substantiv
stipulațiune,substantiv
știr,substantiv
stirax,substantiv
știrb,adjectiv
știrbenie,substantiv
știrbi,verb
știrbire,substantiv
știrbit,adjectiv
știrbitură,substantiv
știre,substantiv
stiren,substantiv
știrici,verb
știrie,substantiv
stirigoaie,substantiv
știrigoaie,substantiv
stirpe,substantiv
știubei,substantiv
știucă,substantiv
știuculiță,substantiv
știulete,substantiv
știut,adjectiv
știutor,adjectiv
știutor,substantiv
stivă,substantiv
stiva,verb
stivaj,substantiv
stivare,substantiv
stivat,adjectiv
stivator,substantiv
stivui,verb
stivuire,substantiv
stivuit,adjectiv
stivuitoare,substantiv
stivuitor,adjectiv
stivuitor,substantiv
stoarce,verb
stoarcere,substantiv
ștoarfă,substantiv
stobor,substantiv
stoborî,verb
stoc,substantiv
stoca,verb
stocaj,substantiv
stocare,substantiv
stocărie,substantiv
stocastic,adjectiv
stocat,adjectiv
stocher,substantiv
stoci,verb
stocit,adjectiv
stoechiometric,adjectiv
stoechiometrie,substantiv
stofă,substantiv
ștofă,substantiv
stog,substantiv
stogoș,adjectiv
stoguleț,substantiv
stohastic,adjectiv
stohastică,substantiv
stoic,adjectiv
stoic,substantiv
stoică,substantiv
stoicesc,adjectiv
stoichiometric,adjectiv
stoichiometrie,substantiv
stoician,adjectiv
stoicism,substantiv
stokes,substantiv
stol,substantiv
stolă,substantiv
stoler,substantiv
stolerie,substantiv
stolișor,substantiv
stolit,adjectiv
stoliță,substantiv
stolnă,substantiv
stolnacealnic,substantiv
stolnic,substantiv
stolniceasă,substantiv
stolnicel,substantiv
stolnicie,substantiv
stolniță,substantiv
stolon,substantiv
stolonifer,adjectiv
ștoluire,substantiv
stomac,substantiv
stomacal,adjectiv
stomah,substantiv
stomalgie,substantiv
stomată,substantiv
stomatic,adjectiv
stomatită,substantiv
stomatolalie,substantiv
stomatolog,substantiv
stomatologic,adjectiv
stomatologie,substantiv
stomatoragie,substantiv
stomatoscopie,substantiv
stop-cadru,substantiv
stop,substantiv
stopă,substantiv
stopa,verb
stopaj,substantiv
stopare,substantiv
stopat,adjectiv
stoper,substantiv
stor,substantiv
storax,substantiv
storcătoare,substantiv
storcător,substantiv
storci,verb
storcire,substantiv
storcit,adjectiv
storiște,substantiv
storna,verb
stornare,substantiv
stornat,adjectiv
storno,substantiv
stors,adjectiv
stors,substantiv
stos,substantiv
stosărie,substantiv
stovaină,substantiv
străbătător,adjectiv
străbate,verb
străbatere,substantiv
străbătut,adjectiv
strabic,adjectiv
strabic,substantiv
strabică,substantiv
strabism,substantiv
strabometru,substantiv
străbun,adjectiv
străbun,substantiv
străbună,substantiv
străbunesc,adjectiv
străbunic,substantiv
străbunică,substantiv
strachină,substantiv
străchinar,substantiv
străchinea,substantiv
străchinoaie,substantiv
străchinuță,substantiv
străchioară,substantiv
stradă,substantiv
stradal,adjectiv
strădalnic,adjectiv
strădanie,substantiv
strădănuire,substantiv
stradelă,substantiv
stradivarius,substantiv
strădui,verb
străduială,substantiv
străduință,substantiv
străduire,substantiv
străduit,adjectiv
străduitor,adjectiv
străduță,substantiv
ștraf,substantiv
strafidă,substantiv
străfulgera,verb
străfulgerare,substantiv
străfulgerat,adjectiv
străfulgerător,adjectiv
străfund,substantiv
străgălie,substantiv
străgănire,substantiv
strai,substantiv
ștraif,substantiv
străin,adjectiv
străin,substantiv
străină,substantiv
străinătate,substantiv
străinism,substantiv
straiță,substantiv
strajă,substantiv
străjac,substantiv
străjer,adjectiv
străjer,substantiv
străjeră,substantiv
străjerie,substantiv
strâjnici,verb
străjui,verb
străjuire,substantiv
străjuit,adjectiv
străjuitor,adjectiv
strălimpede,adjectiv
străluc,substantiv
străluci,verb
strălucire,substantiv
strălucit,adjectiv
strălucitor,adjectiv
strălumină,substantiv
strălumina,verb
străluminare,substantiv
străluminat,adjectiv
străluminător,substantiv
stramă,substantiv
strămătură,substantiv
strâmb,adjectiv
strâmba,verb
strâmbăciune,substantiv
strâmbare,substantiv
strâmbat,adjectiv
strâmbătate,substantiv
strâmbătură,substantiv
strâmbuleț,substantiv
străminos,adjectiv
strămoașă,substantiv
strămoș,substantiv
strămoșesc,adjectiv
strămoșie,substantiv
strâmt,adjectiv
strâmta,verb
strâmtare,substantiv
strâmtat,adjectiv
strâmtime,substantiv
strâmtișor,adjectiv
strâmtoare,substantiv
strâmtora,verb
strâmtorare,substantiv
strâmtorat,adjectiv
strâmtoreală,substantiv
strâmtori,verb
strâmtorire,substantiv
strâmtură,substantiv
strâmtuț,adjectiv
strămurare,substantiv
strămuta,verb
strămutare,substantiv
strămutat,adjectiv
strană,substantiv
ștrand,substantiv
strănepoată,substantiv
strănepot,substantiv
strângătoare,substantiv
strângător,adjectiv
strângător,substantiv
strânge,verb
strângere,substantiv
strangula,verb
ștrangula,verb
strangulare,substantiv
ștrangulare,substantiv
strangulat,adjectiv
ștrangulat,adjectiv
strangulație,substantiv
stranic,adjectiv
stranietate,substantiv
straniu,adjectiv
strâns,adjectiv
strâns,substantiv
strânsoare,substantiv
strânsură,substantiv
strănut,substantiv
strănuta,verb
strănutare,substantiv
strănutat,adjectiv
strănutat,substantiv
strănutător,adjectiv
strapaț,substantiv
strapazan,substantiv
strapontin,substantiv
strapontină,substantiv
străpungător,adjectiv
străpunge,verb
străpungere,substantiv
străpuns,adjectiv
străromână,substantiv
stras,substantiv
ștras,substantiv
strașină,substantiv
strașnic,adjectiv
strășnicie,substantiv
strastnic,substantiv
strat,substantiv
strață,substantiv
stratagemă,substantiv
strateg,substantiv
strategic,adjectiv
strategie,substantiv
stratifica,verb
stratificare,substantiv
stratificat,adjectiv
stratificație,substantiv
stratiform,adjectiv
stratigraf,substantiv
stratigrafic,adjectiv
stratigrafie,substantiv
stratocumulus,substantiv
stratornic,substantiv
stratosferă,substantiv
stratosferic,adjectiv
stratus,substantiv
străvăzător,adjectiv
străvăzut,adjectiv
străvechi,adjectiv
străvedea,verb
străvedere,substantiv
străvezime,substantiv
străveziu,adjectiv
streajă,substantiv
ștreang,substantiv
streanță,substantiv
streașină,substantiv
strecătoare,substantiv
streche,substantiv
strechea,verb
strecură,substantiv
strecura,verb
strecurare,substantiv
strecurat,adjectiv
strecurătoare,substantiv
street,substantiv
strei,substantiv
strein,adjectiv
streinătate,substantiv
strejui,verb
strejuire,substantiv
strejuit,adjectiv
streleț,substantiv
streliț,substantiv
stremțuros,adjectiv
ștrengar,substantiv
ștrengară,substantiv
ștrengăresc,adjectiv
ștrengări,verb
ștrengărie,substantiv
ștrengărit,adjectiv
ștrengăriță,substantiv
strepede,substantiv
strepezeală,substantiv
strepezi,verb
strepezire,substantiv
strepezit,adjectiv
strepit,substantiv
streptococ,substantiv
streptococic,adjectiv
streptococie,substantiv
streptomicină,substantiv
stres,substantiv
stresa,verb
stresant,adjectiv
stresare,substantiv
stresat,adjectiv
streșină,substantiv
streșini,verb
stretenie,substantiv
strevedea,verb
stria,verb
striat,adjectiv
striație,substantiv
striațiune,substantiv
ștric,substantiv
strica,verb
stricăcios,adjectiv
stricăciune,substantiv
stricare,substantiv
stricat,adjectiv
stricăți,verb
stricător,adjectiv
stricnea,substantiv
stricni,verb
stricnină,substantiv
strict,adjectiv
strict,substantiv
strictețe,substantiv
stricțiune,substantiv
strictură,substantiv
strictura,verb
stricturare,substantiv
strident,adjectiv
stridență,substantiv
stridie,substantiv
stridor,substantiv
stridulant,adjectiv
stridulație,substantiv
stridulos,adjectiv
strie,substantiv
striere,substantiv
strigă,substantiv
striga,verb
strigare,substantiv
strigat,adjectiv
strigăt,substantiv
strigător,adjectiv
strigătură,substantiv
strigiformă,substantiv
strigoaică,substantiv
strigoaie,substantiv
strigoi,adjectiv
strigoi,substantiv
strigoime,substantiv
strimt,adjectiv
strină,substantiv
string,substantiv
stringent,adjectiv
stringență,substantiv
stringher,substantiv
strioscopic,adjectiv
stripa,verb
stripaj,substantiv
stripare,substantiv
stripat,adjectiv
striper,substantiv
stripper,substantiv
striptis,substantiv
striu,substantiv
strivi,verb
strivire,substantiv
strivit,adjectiv
strivitor,adjectiv
strivitură,substantiv
strobil,substantiv
strobilație,substantiv
stroboscop,substantiv
stroboscopic,adjectiv
stroboscopie,substantiv
strofă,substantiv
strofantină,substantiv
strofic,adjectiv
stroh,substantiv
stroi,substantiv
stromă,substantiv
strongil,substantiv
stronțianit,substantiv
stronțiu,substantiv
strop,substantiv
stropeală,substantiv
stropelniță,substantiv
stropi,verb
stropire,substantiv
stropit,adjectiv
stropit,substantiv
stropitoare,substantiv
stropitor,substantiv
stropitură,substantiv
stropoli,verb
stropșeală,substantiv
stropși,verb
stropșire,substantiv
stropșit,adjectiv
stropșitură,substantiv
stropuleț,substantiv
structură,substantiv
structura,verb
structural,adjectiv
structuralism,substantiv
structuralist,substantiv
structuralistă,substantiv
structuralitate,substantiv
structurare,substantiv
structurat,adjectiv
ștrudel,substantiv
strugar,substantiv
strugur,substantiv
struguraș,substantiv
strugure,substantiv
strugurel,substantiv
strujan,substantiv
struji,verb
strujire,substantiv
strujit,adjectiv
strujitură,substantiv
struluibat,adjectiv
strumă,substantiv
strună,substantiv
strung,substantiv
strungă,substantiv
strungar,substantiv
strungăreață,substantiv
strungări,verb
strungărie,substantiv
strungăriță,substantiv
strunghil,substantiv
strunguliță,substantiv
strunguță,substantiv
struni,verb
strunire,substantiv
strunit,adjectiv
strunji,verb
strunjire,substantiv
strunjit,adjectiv
strup,substantiv
struț,substantiv
struțișor,substantiv
stuc,substantiv
ștuc,substantiv
stucat,adjectiv
stucator,substantiv
stucatură,substantiv
ștucatură,substantiv
studeniță,substantiv
student,substantiv
studentă,substantiv
studențesc,adjectiv
studenție,substantiv
studențime,substantiv
studia,verb
studiat,adjectiv
studiere,substantiv
studio,substantiv
studios,adjectiv
studiozitate,substantiv
studiu,substantiv
stuf,substantiv
stufărie,substantiv
stufăriș,substantiv
stufat,substantiv
stuficol,adjectiv
stuficultură,substantiv
stufiș,substantiv
stufit,substantiv
stufos,adjectiv
stuh,substantiv
stuhărie,substantiv
stuhuit,adjectiv
stup,substantiv
stupă,substantiv
stupar,substantiv
stupărie,substantiv
stupărit,substantiv
stuparniță,substantiv
stupefacție,substantiv
stupefia,verb
stupefiant,adjectiv
stupefiat,adjectiv
stupefiere,substantiv
stupi,verb
stupid,adjectiv
stupiditate,substantiv
stupilă,substantiv
stupină,substantiv
stupiniță,substantiv
stupit,adjectiv
stupit,substantiv
stupitor,adjectiv
stupizenie,substantiv
stupoare,substantiv
stuporos,adjectiv
ștupui,verb
stură,substantiv
stura,verb
sturat,adjectiv
sturion,substantiv
sturlubatec,adjectiv
sturlubatic,adjectiv
șturlubatic,adjectiv
sturluiba,verb
sturluibatic,adjectiv
șturț,substantiv
sturz,substantiv
ștuț,substantiv
ștuțuire,substantiv
styx,substantiv
suav,adjectiv
suavitate,substantiv
șubă,substantiv
subacvatic,adjectiv
subadministrator,substantiv
subaerian,adjectiv
subagent,substantiv
subalimenta,verb
subalimentare,substantiv
subalimentat,adjectiv
subalimentație,substantiv
subalpestru,adjectiv
subalpin,adjectiv
subaltern,adjectiv
subaltern,substantiv
subalternă,substantiv
subalternare,substantiv
subalternitate,substantiv
subamendament,substantiv
subansamblu,substantiv
subantarctic,adjectiv
subantreprenor,substantiv
subaprecia,verb
subapreciat,adjectiv
subapreciere,substantiv
subarbă,substantiv
subarboret,substantiv
subarbust,substantiv
subarbustiv,adjectiv
subarctic,adjectiv
subarenda,verb
subarendare,substantiv
subarendaș,substantiv
subarmonică,substantiv
subasment,substantiv
subasociație,substantiv
subatomic,adjectiv
subcapitol,substantiv
subcârmuitor,substantiv
subcarpatic,adjectiv
subcategorie,substantiv
subcelular,adjectiv
subchiriaș,substantiv
subchiriașă,substantiv
subchirurg,substantiv
subclasă,substantiv
subclasificare,substantiv
subclavicular,adjectiv
subclinic,adjectiv
subcomisar,substantiv
subcomisie,substantiv
subcomisiune,substantiv
subcomitet,substantiv
subconștient,adjectiv
subconștient,substantiv
subconștiență,substantiv
subconștiință,substantiv
subconsumație,substantiv
subcontinental,adjectiv
subcontract,substantiv
subcontracta,verb
subcontractare,substantiv
subcontrarietate,substantiv
subcortical,adjectiv
subcultură,substantiv
subcultural,adjectiv
subcutanat,adjectiv
subdezvoltare,substantiv
subdezvoltat,adjectiv
subdialect,substantiv
subdimensiona,verb
subdimensionare,substantiv
subdimensionat,adjectiv
subdirectoare,substantiv
subdirector,adjectiv
subdirector,substantiv
subdistrict,substantiv
subdivide,verb
subdiviza,verb
subdivizare,substantiv
subdivizat,adjectiv
subdivizibil,adjectiv
subdivizie,substantiv
subdivizionar,adjectiv
subdiviziune,substantiv
subdomeniu,substantiv
subdominantă,substantiv
subdozaj,substantiv
subducție,substantiv
subdural,adjectiv
subecuatorial,adjectiv
subeditor,substantiv
suber,substantiv
șuber,substantiv
șuberec,substantiv
suberic,adjectiv
suberifica,verb
suberificare,substantiv
suberificat,adjectiv
suberină,substantiv
suberoză,substantiv
subestima,verb
subestimare,substantiv
subestimat,adjectiv
subetaj,substantiv
subevalua,verb
subevaluare,substantiv
subevaluat,adjectiv
subexpune,verb
subexpunere,substantiv
subexpus,adjectiv
subfamilie,substantiv
subfebril,adjectiv
subfebrilitate,substantiv
subfilială,substantiv
subfrenic,adjectiv
subfurnizor,substantiv
subgen,substantiv
subgrindă,substantiv
subgrup,substantiv
subgrupă,substantiv
subgrupa,verb
subiacent,adjectiv
subicter,substantiv
subicteric,adjectiv
subiect,substantiv
subiecție,substantiv
subiectiv,adjectiv
subiectiva,verb
subiectivare,substantiv
subiectivat,adjectiv
subiectivism,substantiv
subiectivist,adjectiv
subiectivist,substantiv
subiectivistă,substantiv
subiectivitate,substantiv
subiectiviza,verb
subiectivizare,substantiv
subiectivizat,adjectiv
subîmpărți,verb
subîmpărțire,substantiv
subîmpărțit,adjectiv
subînchiria,verb
subînchiriat,adjectiv
subînchiriere,substantiv
subîncrengătură,substantiv
subinginer,adjectiv
subinginer,substantiv
subinspector,substantiv
subînțelege,verb
subînțelegere,substantiv
subînțeles,adjectiv
subînțeles,substantiv
subintendent,substantiv
subîntinde,verb
subîntins,adjectiv
subintitula,verb
subintitulat,adjectiv
subintrant,substantiv
subinundare,substantiv
subinvoluție,substantiv
subiscălit,adjectiv
subit,adjectiv
șubiță,substantiv
subjecțiune,substantiv
subjonctiv,adjectiv
subjonctiv,substantiv
subjuga,verb
subjugare,substantiv
subjugat,adjectiv
subjugător,adjectiv
șubler,substantiv
subletal,adjectiv
sublim,adjectiv
sublima,verb
sublimabil,adjectiv
sublimare,substantiv
sublimat,adjectiv
sublimat,substantiv
sublimație,substantiv
sublimator,substantiv
subliminal,adjectiv
subliminar,adjectiv
sublimitate,substantiv
sublingual,adjectiv
sublinia,verb
subliniat,adjectiv
subliniere,substantiv
sublistă,substantiv
subliterar,adjectiv
subliteratură,substantiv
sublocatar,substantiv
sublocațiune,substantiv
sublocotenent,substantiv
sublunar,adjectiv
subluxație,substantiv
submamar,adjectiv
submandibular,adjectiv
submarginal,adjectiv
submarin,adjectiv
submarin,substantiv
submăsură,substantiv
submatitate,substantiv
submaxilar,adjectiv
submaxilită,substantiv
submedie,substantiv
submediocritate,substantiv
submediocru,adjectiv
submers,adjectiv
submersibil,adjectiv
submersibil,substantiv
submersibilitate,substantiv
submersiune,substantiv
submicroscopic,adjectiv
submilimetric,adjectiv
submina,verb
subminant,adjectiv
subminare,substantiv
subminat,adjectiv
subminativ,adjectiv
submisiune,substantiv
submontan,adjectiv
submulțime,substantiv
submultiplu,substantiv
submuscular,adjectiv
subnormal,adjectiv
subnuclear,adjectiv
subnutrit,adjectiv
subnutriție,substantiv
subocârmuitor,substantiv
suboceanic,adjectiv
subofițer,substantiv
suborbital,adjectiv
suborbitar,adjectiv
subordin,substantiv
subordinare,substantiv
subordinat,adjectiv
subordinație,substantiv
subordine,substantiv
subordona,verb
subordonabil,adjectiv
subordonare,substantiv
subordonat,adjectiv
subordonat,substantiv
subordonator,adjectiv
subpământean,adjectiv
subpământean,substantiv
subpământeană,substantiv
subparcelă,substantiv
subpat,substantiv
subpolar,adjectiv
subponderal,adjectiv
subpopulat,adjectiv
subprefect,substantiv
subprefectură,substantiv
subpresiune,substantiv
subproducție,substantiv
subprodus,substantiv
subprogram,substantiv
subrăci,verb
subrăcire,substantiv
subramură,substantiv
subraț,substantiv
șubred,adjectiv
subredacție,substantiv
subregiune,substantiv
subregn,substantiv
subretă,substantiv
șubrezeală,substantiv
șubrezenie,substantiv
șubrezi,verb
șubrezire,substantiv
șubrezit,adjectiv
subroga,verb
subrogare,substantiv
subrogat,adjectiv
subrogație,substantiv
subrogațiune,substantiv
subrubrică,substantiv
subrutină,substantiv
subscapular,adjectiv
subscrie,verb
subscriere,substantiv
subscriitor,adjectiv
subscriitor,substantiv
subscripție,substantiv
subscris,adjectiv
subsecretar,substantiv
subsecretariat,substantiv
subsecție,substantiv
subsector,substantiv
subsecvent,adjectiv
subsecvență,substantiv
subșef,substantiv
subsemna,verb
subsemnare,substantiv
subsemnat,adjectiv
subsemnat,substantiv
subsemnată,substantiv
subsemnătură,substantiv
subserie,substantiv
subsidență,substantiv
